73	 	8	9	119	-1	-1	7	-1.929652	-7.497197	-5.136777	9.2907500	-1.822710	-0.585830	-0.751250	-2.918800	
68	 	8	10	120	-1	-1	7	-3.784983	-6.401014	-5.260040	9.1086300	-2.104800	-0.615640	-1.552140	-2.624920	
63	 	8	11	121	-1	-1	7	-5.333266	-4.302240	-5.613509	8.8580200	-2.462790	-0.686350	-2.438379	-1.966990	
56	 	8	12	122	-1	-1	8	-6.174969	-2.458138	-5.637380	8.7150900	-2.762740	-0.703450	-2.929230	-1.166070	
49	 	8	13	123	-1	0	8	-6.298127	0.4166345	-6.069156	8.7564100	3.0755400	-0.765800	-3.217790	0.2128600	
43	 	8	14	124	-1	1	8	-6.518995	2.4172993	-5.253637	8.7144300	2.7865000	-0.647090	-2.894170	1.0731800	
128	 	8	15	125	-1	1	6	-6.118458	4.5238701	-4.409174	8.7944200	2.5049200	-0.525170	-2.364670	1.7483900	
126	 	9	0	126	1	1	0	3.7435049	6.6492049	-6.530243	10.043400	1.0580300	-0.707850	1.5492500	2.7517800	
119	 	9	1	127	1	1	8	5.9345841	2.2269779	-7.934360	10.155430	0.3589900	-0.896730	3.1574100	1.1848300	
48	 	9	2	128	-1	1	8	-5.934584	2.2269779	-7.934360	10.155430	2.7826000	-0.896730	-3.157410	1.1848300	
127	 	9	3	129	-1	1	0	-3.743504	6.6492049	-6.530243	10.043400	2.0835700	-0.707850	-1.549250	2.7517800	
